i, t, s
24578, 0.557324, 16365.263308
24579, 0.557347, 16510.511585
24580, 0.557370, 16590.890367
24581, 0.557392, 16606.086821
24582, 0.557415, 16556.044203
24583, 0.557438, 16440.962068
24584, 0.557460, 16261.295475
24585, 0.557483, 16017.753188
24586, 0.557506, 15711.294879
24587, 0.557528, 15343.127350
24588, 0.557551, 14914.699774
24589, 0.557574, 14427.697999
24590, 0.557596, 13884.037906
24591, 0.557619, 13285.857879
24592, 0.557642, 12635.510390
24593, 0.557664, 11935.552749
24594, 0.557687, 11188.737047
24595, 0.557710, 10397.999336
24596, 0.557732, 9566.448087
24597, 0.557755, 8697.351967
24598, 0.557778, 7794.126996
24599, 0.557800, 6860.323116
24600, 0.557823, 5899.610238
24601, 0.557846, 4915.763822
24602, 0.557868, 3912.650041
24603, 0.557891, 2894.210582
24604, 0.557914, 1864.447165
24605, 0.557937, 827.405814
24606, 0.557959, -212.839039
24607, 0.557982, -1252.200561
24608, 0.558005, -2286.595574
24609, 0.558027, -3311.960598
24610, 0.558050, -4324.267810
24611, 0.558073, -5319.540870
24612, 0.558095, -6293.870538
24613, 0.558118, -7243.430031
24614, 0.558141, -8164.490047
24615, 0.558163, -9053.433420
24616, 0.558186, -9906.769318
24617, 0.558209, -10721.146955
24618, 0.558231, -11493.368749
24619, 0.558254, -12220.402875
24620, 0.558277, -12899.395167
24621, 0.558299, -13527.680328
24622, 0.558322, -14102.792387
24623, 0.558345, -14622.474380
24624, 0.558367, -15084.687207
24625, 0.558390, -15487.617633
24626, 0.558413, -15829.685402
24627, 0.558435, -16109.549431
24628, 0.558458, -16326.113074
24629, 0.558481, -16478.528412
24630, 0.558503, -16566.199579
24631, 0.558526, -16588.785087
24632, 0.558549, -16546.199158
24633, 0.558571, -16438.612052
24634, 0.558594, -16266.449380
24635, 0.558617, -16030.390426
24636, 0.558639, -15731.365465
24637, 0.558662, -15370.552097
24638, 0.558685, -14949.370609
24639, 0.558707, -14469.478385
24640, 0.558730, -13932.763383
24641, 0.558753, -13341.336711
24642, 0.558776, -12697.524317
24643, 0.558798, -12003.857848
24644, 0.558821, -11263.064691
24645, 0.558844, -10478.057249
24646, 0.558866, -9651.921494
24647, 0.558889, -8787.904834
24648, 0.558912, -7889.403349
24649, 0.558934, -6959.948438
24650, 0.558957, -6003.192946
24651, 0.558980, -5022.896805
24652, 0.559002, -4022.912255
24653, 0.559025, -3007.168713
24654, 0.559048, -1979.657324
24655, 0.559070, -944.415286
24656, 0.559093, 94.490017
24657, 0.559116, 1132.976993
24658, 0.559138, 2166.965879
24659, 0.559161, 3192.394769
24660, 0.559184, 4205.235570
24661, 0.559206, 5201.509822
24662, 0.559229, 6177.304332
24663, 0.559252, 7128.786539
24664, 0.559274, 8052.219570
24665, 0.559297, 8943.976913
24666, 0.559320, 9800.556662
24667, 0.559342, 10618.595269
24668, 0.559365, 11394.880750
24669, 0.559388, 12126.365296
24670, 0.559410, 12810.177241
24671, 0.559433, 13443.632337
24672, 0.559456, 14024.244285
24673, 0.559478, 14549.734500
24674, 0.559501, 15018.041052
24675, 0.559524, 15427.326750
24676, 0.559546, 15775.986361
24677, 0.559569, 16062.652895
24678, 0.559592, 16286.202970
24679, 0.559615, 16445.761214
24680, 0.559637, 16540.703692
24681, 0.559660, 16570.660343
24682, 0.559683, 16535.516428
24683, 0.559705, 16435.412966
24684, 0.559728, 16270.746167
24685, 0.559751, 16042.165865
24686, 0.559773, 15750.572957
24687, 0.559796, 15397.115846
24688, 0.559819, 14983.185924
24689, 0.559841, 14510.412091
24690, 0.559864, 13980.654346
24691, 0.559887, 13395.996471
24692, 0.559909, 12758.737832
24693, 0.559932, 12071.384339
24694, 0.559955, 11336.638587
24695, 0.559977, 10557.389235
24696, 0.560000, 9736.699647
24697, 0.560023, 8877.795850
24698, 0.560045, 7984.053850
24699, 0.560068, 7058.986367
24700, 0.560091, 6106.229026
24701, 0.560113, 5129.526067
24702, 0.560136, 4132.715636
24703, 0.560159, 3119.714696
24704, 0.560181, 2094.503639
24705, 0.560204, 1061.110646
24706, 0.560227, 23.595856
24707, 0.560249, -1013.964580
24708, 0.560272, -2047.494518
24709, 0.560295, -3072.933834
24710, 0.560317, -4086.254372
24711, 0.560340, -5083.475768
24712, 0.560363, -6060.681085
24713, 0.560385, -7014.032199
24714, 0.560408, -7939.784873
24715, 0.560431, -8834.303464
24716, 0.560454, -9694.075198
24717, 0.560476, -10515.723965
24718, 0.560499, -11296.023581
24719, 0.560522, -12031.910448
24720, 0.560544, -12720.495589
24721, 0.560567, -13359.075986
24722, 0.560590, -13945.145189
24723, 0.560612, -14476.403159
24724, 0.560635, -14950.765292
24725, 0.560658, -15366.370596
24726, 0.560680, -15721.588997
24727, 0.560703, -16015.027728
24728, 0.560726, -16245.536792
24729, 0.560748, -16412.213470
24730, 0.560771, -16514.405854
24731, 0.560794, -16551.715396
24732, 0.560816, -16523.998466
24733, 0.560839, -16431.366900
24734, 0.560862, -16274.187554
24735, 0.560884, -16053.080847
24736, 0.560907, -15768.918313
24737, 0.560930, -15422.819168
24738, 0.560952, -15016.145901
24739, 0.560975, -14550.498907
24740, 0.560998, -14027.710195
24741, 0.561020, -13449.836173
24742, 0.561043, -12819.149567
24743, 0.561066, -12138.130475
24744, 0.561088, -11409.456619
24745, 0.561111, -10635.992817
24746, 0.561134, -9820.779716
24747, 0.561156, -8967.021841
24748, 0.561179, -8078.074999
24749, 0.561202, -7157.433086
24750, 0.561224, -6208.714358
24751, 0.561247, -5235.647208
24752, 0.561270, -4242.055514
24753, 0.561293, -3231.843615
24754, 0.561315, -2208.980965
24755, 0.561338, -1177.486539
24756, 0.561361, -141.413038
24757, 0.561383, 895.169030
24758, 0.561406, 1928.187343
24759, 0.561429, 2953.583764
24760, 0.561451, 3967.330286
24761, 0.561474, 4965.444849
24762, 0.561497, 5944.006988
24763, 0.561519, 6899.173225
24764, 0.561542, 7827.192174
24765, 0.561565, 8724.419267
24766, 0.561587, 9587.331068
24767, 0.561610, 10412.539114
24768, 0.561633, 11196.803216
24769, 0.561655, 11937.044186
24770, 0.561678, 12630.355923
24771, 0.561701, 13274.016821
24772, 0.561723, 13865.500457
24773, 0.561746, 14402.485507
24774, 0.561769, 14882.864850
24775, 0.561791, 15304.753845
24776, 0.561814, 15666.497717
24777, 0.561837, 15966.678055
24778, 0.561859, 16204.118366
24779, 0.561882, 16377.888692
24780, 0.561905, 16487.309250
24781, 0.561927, 16531.953089
24782, 0.561950, 16511.647762
24783, 0.561973, 16426.475983
24784, 0.561995, 16276.775301
24785, 0.562018, 16063.136751
24786, 0.562041, 15786.402531
24787, 0.562063, 15447.662675
24788, 0.562086, 15048.250763
24789, 0.562109, 14589.738669
24790, 0.562132, 14073.930376
24791, 0.562154, 13502.854877
24792, 0.562177, 12878.758197
24793, 0.562200, 12204.094554
24794, 0.562222, 11481.516715
24795, 0.562245, 10713.865559
24796, 0.562268, 9904.158910
24797, 0.562290, 9055.579676
24798, 0.562313, 8171.463333
24799, 0.562336, 7255.284817
24800, 0.562358, 6310.644865
24801, 0.562381, 5341.255862
24802, 0.562404, 4350.927258
24803, 0.562426, 3343.550588
24804, 0.562449, 2323.084189
24805, 0.562472, 1293.537640
24806, 0.562494, 258.956012
24807, 0.562517, -776.596027
24808, 0.562540, -1809.050181
24809, 0.562562, -2834.350511
24810, 0.562585, -3848.469362
24811, 0.562608, -4847.423194
24812, 0.562630, -5827.288220
24813, 0.562653, -6784.215825
24814, 0.562676, -7714.447682
24815, 0.562698, -8614.330508
24816, 0.562721, -9480.330414
24817, 0.562744, -10309.046787
24818, 0.562766, -11097.225635
24819, 0.562789, -11841.772372
24820, 0.562812, -12539.763963
24821, 0.562834, -13188.460402
24822, 0.562857, -13785.315466
24823, 0.562880, -14327.986713
24824, 0.562902, -14814.344671
24825, 0.562925, -15242.481195
24826, 0.562948, -15610.716958
24827, 0.562971, -15917.608030
24828, 0.562993, -16161.951548
24829, 0.563016, -16342.790423
24830, 0.563039, -16459.417096
24831, 0.563061, -16511.376300
24832, 0.563084, -16498.466843
24833, 0.563107, -16420.742383
24834, 0.563129, -16278.511205
24835, 0.563152, -16072.335001
24836, 0.563175, -15803.026653
24837, 0.563197, -15471.647024
24838, 0.563220, -15079.500779
24839, 0.563243, -14628.131255
24840, 0.563265, -14119.314379
24841, 0.563288, -13555.051686
24842, 0.563311, -12937.562443
24843, 0.563333, -12269.274920
24844, 0.563356, -11552.816846
24845, 0.563379, -10791.005068
24846, 0.563401, -9986.834484
24847, 0.563424, -9143.466267
24848, 0.563447, -8264.215434
24849, 0.563469, -7352.537822
24850, 0.563492, -6412.016504
24851, 0.563515, -5446.347703
24852, 0.563537, -4459.326268
24853, 0.563560, -3454.830764
24854, 0.563583, -2436.808226
24855, 0.563605, -1409.258654
24856, 0.563628, -376.219293
24857, 0.563651, 658.251228
24858, 0.563673, 1690.088841
24859, 0.563696, 2715.240007
24860, 0.563719, 3729.677636
24861, 0.563741, 4729.416914
24862, 0.563764, 5710.530949
24863, 0.563787, 6669.166197
24864, 0.563810, 7601.557600
24865, 0.563832, 8504.043373
24866, 0.563855, 9373.079381
24867, 0.563878, 10205.253061
24868, 0.563900, 10997.296823
24869, 0.563923, 11746.100877
24870, 0.563946, 12448.725445
24871, 0.563968, 13102.412302
24872, 0.563991, 13704.595607
24873, 0.564014, 14252.911966
24874, 0.564036, 14745.209718
24875, 0.564059, 15179.557370
24876, 0.564082, 15554.251180
24877, 0.564104, 15867.821837
24878, 0.564127, 16119.040225
24879, 0.564150, 16306.922240
24880, 0.564172, 16430.732644
24881, 0.564195, 16489.987944
24882, 0.564218, 16484.458277
24883, 0.564240, 16414.168305
24884, 0.564263, 16279.397106
24885, 0.564286, 16080.677063
24886, 0.564308, 15818.791764
24887, 0.564331, 15494.772913
24888, 0.564354, 15109.896261
24889, 0.564376, 14665.676588
24890, 0.564399, 14163.861740
24891, 0.564422, 13606.425749
24892, 0.564444, 12995.561070
24893, 0.564467, 12333.669961
24894, 0.564490, 11623.355027
24895, 0.564512, 10867.408997
24896, 0.564535, 10068.803735
24897, 0.564558, 9230.678564
24898, 0.564580, 8356.327919
24899, 0.564603, 7449.188403
24900, 0.564626, 6512.825273
24901, 0.564649, 5550.918437
24902, 0.564671, 4567.247982
24903, 0.564694, 3565.679326
24904, 0.564717, 2550.148026
24905, 0.564739, 1524.644314
24906, 0.564762, 493.197418
24907, 0.564785, -540.140269
24908, 0.564807, -1571.309107
24909, 0.564830, -2596.258164
24910, 0.564853, -3610.961125
24911, 0.564875, -4611.432109
24912, 0.564898, -5593.741330
24913, 0.564921, -6554.030528
24914, 0.564943, -7488.528126
24915, 0.564966, -8393.564044
24916, 0.564989, -9265.584108
24917, 0.565011, -10101.164014
24918, 0.565034, -10897.022768
24919, 0.565057, -11650.035577
24920, 0.565079, -12357.246109
24921, 0.565102, -13015.878108
24922, 0.565125, -13623.346285
24923, 0.565147, -14177.266473
24924, 0.565170, -14675.464978
24925, 0.565193, -15115.987114
24926, 0.565215, -15497.104869
24927, 0.565238, -15817.323684
24928, 0.565261, -16075.388314
24929, 0.565283, -16270.287751
24930, 0.565306, -16401.259181
24931, 0.565329, -16467.790969
24932, 0.565351, -16469.624665
24933, 0.565374, -16406.755996
24934, 0.565397, -16279.434883
24935, 0.565420, -16088.164441
24936, 0.565442, -15833.698990
24937, 0.565465, -15517.041085
24938, 0.565488, -15139.437564
24939, 0.565510, -14702.374637
24940, 0.565533, -14207.572038
24941, 0.565556, -13656.976259
24942, 0.565578, -13052.752891
24943, 0.565601, -12397.278107
24944, 0.565624, -11693.129318
24945, 0.565646, -10943.075039
24946, 0.565669, -10150.064002
24947, 0.565692, -9317.213563
24948, 0.565714, -8447.797452
24949, 0.565737, -7545.232900
24950, 0.565760, -6613.067208
24951, 0.565782, -5654.963811
24952, 0.565805, -4674.687871
24953, 0.565828, -3676.091490
24954, 0.565850, -2663.098567
24955, 0.565873, -1639.689381
24956, 0.565896, -609.884952
24957, 0.565918, 422.268758
24958, 0.565941, 1452.716742
24959, 0.565964, 2477.410877
24960, 0.565986, 3492.325828
24961, 0.566009, 4493.474863
24962, 0.566032, 5476.925507
24963, 0.566054, 6438.814998
24964, 0.566077, 7375.365451
24965, 0.566100, 8282.898698
24966, 0.566122, 9157.850736
24967, 0.566145, 9996.785723
24968, 0.566168, 10796.409465
24969, 0.566190, 11553.582358
24970, 0.566213, 12265.331711
24971, 0.566236, 12928.863417
24972, 0.566259, 13541.572924
24973, 0.566281, 14101.055458
24974, 0.566304, 14605.115458
24975, 0.566327, 15051.775196
24976, 0.566349, 15439.282537
24977, 0.566372, 15766.117808
24978, 0.566395, 16030.999761
24979, 0.566417, 16232.890596
24980, 0.566440, 16371.000023
24981, 0.566463, 16444.788362
24982, 0.566485, 16453.968646
24983, 0.566508, 16398.507740
24984, 0.566531, 16278.626456
24985, 0.566553, 16094.798682
24986, 0.566576, 15847.749498
24987, 0.566599, 15538.452326
24988, 0.566621, 15168.125088
24989, 0.566644, 14738.225412
24990, 0.566667, 14250.444897
24991, 0.566689, 13706.702454
24992, 0.566712, 13109.136758
24993, 0.566735, 12460.097835
24994, 0.566757, 11762.137823
24995, 0.566780, 11018.000935
24996, 0.566803, 10230.612667
24997, 0.566825, 9403.068301
24998, 0.566848, 8538.620734
24999, 0.566871, 7640.667694
25000, 0.566893, 6712.738382
25001, 0.566916, 5758.479606
25002, 0.566939, 4781.641443
25003, 0.566961, 3786.062507
25004, 0.566984, 2775.654861
25005, 0.567007, 1754.388649
25006, 0.567029, 726.276491
25007, 0.567052, -304.642279
25008, 0.567075, -1334.317484
25009, 0.567098, -2358.704016
25010, 0.567120, -3373.777729
25011, 0.567143, -4375.551243
25012, 0.567166, -5360.089612
25013, 0.567188, -6323.525777
25014, 0.567211, -7262.075756
25015, 0.567234, -8172.053508
25016, 0.567256, -9049.885405
25017, 0.567279, -9892.124269
25018, 0.567302, -10695.462911
25019, 0.567324, -11456.747112
25020, 0.567347, -12172.988012
25021, 0.567370, -12841.373841
25022, 0.567392, -13459.280961
25023, 0.567415, -14024.284162
25024, 0.567438, -14534.166182
25025, 0.567460, -14986.926407
25026, 0.567483, -15380.788721
25027, 0.567506, -15714.208474
25028, 0.567528, -15985.878542
25029, 0.567551, -16194.734445
25030, 0.567574, -16339.958525
25031, 0.567596, -16420.983143
25032, 0.567619, -16437.492899
25033, 0.567642, -16389.425857
25034, 0.567664, -16276.973783
25035, 0.567687, -16100.581373
25036, 0.567710, -15860.944500
25037, 0.567732, -15559.007464
25038, 0.567755, -15195.959275
25039, 0.567778, -14773.228970
25040, 0.567800, -14292.479987
25041, 0.567823, -13755.603618
25042, 0.567846, -13164.711571
25043, 0.567868, -12522.127666
25044, 0.567891, -11830.378690
25045, 0.567914, -11092.184465
25046, 0.567937, -10310.447156
25047, 0.567959, -9488.239855
25048, 0.567982, -8628.794509
25049, 0.568005, -7735.489206
25050, 0.568027, -6811.834908
25051, 0.568050, -5861.461642
25052, 0.568073, -4888.104240
25053, 0.568095, -3895.587658
25054, 0.568118, -2887.811951
25055, 0.568141, -1868.736938
25056, 0.568163, -842.366654
25057, 0.568186, 187.266391
25058, 0.568209, 1216.117050
25059, 0.568231, 2240.143434
25060, 0.568254, 3255.322790
25061, 0.568277, 4257.667302
25062, 0.568299, 5243.239760
25063, 0.568322, 6208.169022
25064, 0.568345, 7148.665219
25065, 0.568367, 8061.034643
25066, 0.568390, 8941.694250
25067, 0.568413, 9787.185734
25068, 0.568435, 10594.189108
25069, 0.568458, 11359.535737
25070, 0.568481, 12080.220784
25071, 0.568503, 12753.415002
25072, 0.568526, 13376.475847
25073, 0.568549, 13946.957846
25074, 0.568571, 14462.622198
25075, 0.568594, 14921.445559
25076, 0.568617, 15321.627981
25077, 0.568639, 15661.599974
25078, 0.568662, 15940.028660
25079, 0.568685, 16155.823001
25080, 0.568707, 16308.138071
25081, 0.568730, 16396.378367
25082, 0.568753, 16420.200134
25083, 0.568776, 16379.512710
25084, 0.568798, 16274.478862
25085, 0.568821, 16105.514144
25086, 0.568844, 15873.285246
25087, 0.568866, 15578.707369
25088, 0.568889, 15222.940612
25089, 0.568912, 14807.385411
25090, 0.568934, 14333.677019
25091, 0.568957, 13803.679076
25092, 0.568980, 13219.476276
25093, 0.569002, 12583.366165
25094, 0.569025, 11897.850110
25095, 0.569048, 11165.623457
25096, 0.569070, 10389.564936
25097, 0.569093, 9572.725347
25098, 0.569116, 8718.315560
25099, 0.569138, 7829.693898
25100, 0.569161, 6910.352936
25101, 0.569184, 5963.905775
25102, 0.569206, 4994.071840
25103, 0.569229, 4004.662263
25104, 0.569252, 2999.564910
25105, 0.569274, 1982.729101
25106, 0.569297, 958.150090
25107, 0.569320, -70.146627
25108, 0.569342, -1098.121134
25109, 0.569365, -2121.734962
25110, 0.569388, -3136.966958
25111, 0.569410, -4139.829078
25112, 0.569433, -5126.382059
25113, 0.569456, -6092.750883
25114, 0.569478, -7035.140007
25115, 0.569501, -7949.848266
25116, 0.569524, -8833.283406
25117, 0.569546, -9681.976199
25118, 0.569569, -10492.594060
25119, 0.569592, -11261.954138
25120, 0.569615, -11987.035808
25121, 0.569637, -12664.992535
25122, 0.569660, -13293.163048
25123, 0.569683, -13869.081785
25124, 0.569705, -14390.488570
25125, 0.569728, -14855.337487
25126, 0.569751, -15261.804903
25127, 0.569773, -15608.296624
25128, 0.569796, -15893.454151
25129, 0.569819, -16116.159998
25130, 0.569841, -16275.542080
25131, 0.569864, -16370.977123
25132, 0.569887, -16402.093103
25133, 0.569909, -16368.770695
25134, 0.569932, -16271.143731
25135, 0.569955, -16109.598662
25136, 0.569977, -15884.773032
25137, 0.570000, -15597.552955
25138, 0.570023, -15249.069628
25139, 0.570045, -14840.694877
25140, 0.570068, -14374.035750
25141, 0.570091, -13850.928201
25142, 0.570113, -13273.429859
25143, 0.570136, -12643.811942
25144, 0.570159, -11964.550320
25145, 0.570181, -11238.315778
25146, 0.570204, -10467.963520
25147, 0.570227, -9656.521939
25148, 0.570249, -8807.180713
25149, 0.570272, -7923.278269
25150, 0.570295, -7008.288657
25151, 0.570317, -6065.807900
25152, 0.570340, -5099.539858
25153, 0.570363, -4113.281672
25154, 0.570385, -3110.908848
25155, 0.570408, -2096.360019
25156, 0.570431, -1073.621477
25157, 0.570454, -46.711506
25158, 0.570476, 980.335404
25159, 0.570499, 2003.484408
25160, 0.570522, 3018.716159
25161, 0.570544, 4022.042592
25162, 0.570567, 5009.522598
25163, 0.570590, 5977.277498
25164, 0.570612, 6921.506281
25165, 0.570635, 7838.500535
25166, 0.570658, 8724.659006
25167, 0.570680, 9576.501746
25168, 0.570703, 10390.683777
25169, 0.570726, 11164.008225
25170, 0.570748, 11893.438874
25171, 0.570771, 12576.112087
25172, 0.570794, 13209.348045
25173, 0.570816, 13790.661272
25174, 0.570839, 14317.770384
25175, 0.570862, 14788.607048
25176, 0.570884, 15201.324096
25177, 0.570907, 15554.302771
25178, 0.570930, 15846.159075
25179, 0.570952, 16075.749198
25180, 0.570975, 16242.174002
25181, 0.570998, 16344.782537
25182, 0.571020, 16383.174590
25183, 0.571043, 16357.202249
25184, 0.571066, 16266.970465
25185, 0.571088, 16112.836637
25186, 0.571111, 15895.409190
25187, 0.571134, 15615.545177
25188, 0.571156, 15274.346896
25189, 0.571179, 14873.157556
25190, 0.571202, 14413.555983
25191, 0.571224, 13897.350408
25192, 0.571247, 13326.571355
25193, 0.571270, 12703.463650
25194, 0.571293, 12030.477599
25195, 0.571315, 11310.259343
25196, 0.571338, 10545.640461
25197, 0.571361, 9739.626836
25198, 0.571383, 8895.386836
25199, 0.571406, 8016.238861
25200, 0.571429, 7105.638299
25201, 0.571451, 6167.163947
25202, 0.571474, 5204.503943
25203, 0.571497, 4221.441271
25204, 0.571519, 3221.838902
25205, 0.571542, 2209.624605
25206, 0.571565, 1188.775520
25207, 0.571587, 163.302527
25208, 0.571610, -862.765507
25209, 0.571633, -1885.397563
25210, 0.571655, -2900.576302
25211, 0.571678, -3904.313848
25212, 0.571701, -4892.667456
25213, 0.571723, -5861.754993
25214, 0.571746, -6807.770193
25215, 0.571769, -7726.997604
25216, 0.571791, -8615.827179
25217, 0.571814, -9470.768457
25218, 0.571837, -10288.464267
25219, 0.571859, -11065.703913
25220, 0.571882, -11799.435779
25221, 0.571905, -12486.779312
25222, 0.571927, -13125.036331
25223, 0.571950, -13711.701616
25224, 0.571973, -14244.472743
25225, 0.571995, -14721.259121
25226, 0.572018, -15140.190195
25227, 0.572041, -15499.622783
25228, 0.572063, -15798.147522
25229, 0.572086, -16034.594397
25230, 0.572109, -16208.037320
25231, 0.572132, -16317.797765
25232, 0.572154, -16363.447417
25233, 0.572177, -16344.809844
25234, 0.572200, -16261.961181
25235, 0.572222, -16115.229818
25236, 0.572245, -15905.195099
25237, 0.572268, -15632.685032
25238, 0.572290, -15298.773031
25239, 0.572313, -14904.773679
25240, 0.572336, -14452.237561
25241, 0.572358, -13942.945158
25242, 0.572381, -13378.899839
25243, 0.572404, -12762.319988
25244, 0.572426, -12095.630272
25245, 0.572449, -11381.452107
25246, 0.572472, -10622.593357
25247, 0.572494, -9822.037286
25248, 0.572517, -8982.930836
25249, 0.572540, -8108.572255
25250, 0.572562, -7202.398131
25251, 0.572585, -6267.969886
25252, 0.572608, -5308.959781
25253, 0.572630, -4329.136480
25254, 0.572653, -3332.350245
25255, 0.572676, -2322.517801
25256, 0.572698, -1303.606951
25257, 0.572721, -279.620982
25258, 0.572744, 745.417064
25259, 0.572766, 1767.480191
25260, 0.572789, 2782.553275
25261, 0.572812, 3786.648835
25262, 0.572834, 4775.822696
25263, 0.572857, 5746.189484
25264, 0.572880, 6693.937886
25265, 0.572902, 7615.345619
25266, 0.572925, 8506.794051
25267, 0.572948, 9364.782414
25268, 0.572971, 10185.941545
25269, 0.572993, 10967.047124
25270, 0.573016, 11705.032329
25271, 0.573039, 12396.999881
25272, 0.573061, 13040.233413
25273, 0.573084, 13632.208142
25274, 0.573107, 14170.600768
25275, 0.573129, 14653.298603
25276, 0.573152, 15078.407854
25277, 0.573175, 15444.261057
25278, 0.573197, 15749.423612
25279, 0.573220, 15992.699418
25280, 0.573243, 16173.135550
25281, 0.573265, 16290.026002
25282, 0.573288, 16342.914440
25283, 0.573311, 16331.595991
25284, 0.573333, 16256.118032
25285, 0.573356, 16116.779994
25286, 0.573379, 15914.132174
25287, 0.573401, 15648.973562
25288, 0.573424, 15322.348690
25289, 0.573447, 14935.543520
25290, 0.573469, 14490.080375
25291, 0.573492, 13987.711954
25292, 0.573515, 13430.414435
25293, 0.573537, 12820.379698
25294, 0.573560, 12160.006706
25295, 0.573583, 11451.892072
25296, 0.573605, 10698.819848
25297, 0.573628, 9903.750578
25298, 0.573651, 9069.809664
25299, 0.573673, 8200.275073
25300, 0.573696, 7298.564458
25301, 0.573719, 6368.221723
25302, 0.573741, 5412.903094
25303, 0.573764, 4436.362753
25304, 0.573787, 3442.438081
25305, 0.573810, 2435.034582
25306, 0.573832, 1418.110535
25307, 0.573855, 395.661441
25308, 0.573878, -628.295673
25309, 0.573900, -1649.738038
25310, 0.573923, -2664.652949
25311, 0.573946, -3669.053524
25312, 0.573968, -4658.994369
25313, 0.573991, -5630.587075
25314, 0.574014, -6580.015493
25315, 0.574036, -7503.550720
25316, 0.574059, -8397.565746
25317, 0.574082, -9258.549697
25318, 0.574104, -10083.121626
25319, 0.574127, -10868.043784
25320, 0.574150, -11610.234338
25321, 0.574172, -12306.779469
25322, 0.574195, -12954.944812
25323, 0.574218, -13552.186190
25324, 0.574240, -14096.159601
25325, 0.574263, -14584.730416
25326, 0.574286, -15015.981755
25327, 0.574308, -15388.222014
25328, 0.574331, -15699.991490
25329, 0.574354, -15950.068115
25330, 0.574376, -16137.472239
25331, 0.574399, -16261.470472
25332, 0.574422, -16321.578552
25333, 0.574444, -16317.563237
25334, 0.574467, -16249.443210
25335, 0.574490, -16117.488993
25336, 0.574512, -15922.221874
25337, 0.574535, -15664.411847
25338, 0.574558, -15345.074577
25339, 0.574580, -14965.467396
25340, 0.574603, -14527.084356
25341, 0.574626, -14031.650347
25342, 0.574649, -13481.114309
25343, 0.574671, -12877.641567
25344, 0.574694, -12223.605315
25345, 0.574717, -11521.577281
25346, 0.574739, -10774.317617
25347, 0.574762, -9984.764045
25348, 0.574785, -9156.020309
25349, 0.574807, -8291.343976
25350, 0.574830, -7394.133627
25351, 0.574853, -6467.915502
25352, 0.574875, -5516.329641
25353, 0.574898, -4543.115579
25354, 0.574921, -3552.097648
25355, 0.574943, -2547.169951
25356, 0.574966, -1532.281061
25357, 0.574989, -511.418504
25358, 0.575011, 511.406907
25359, 0.575034, 1532.176828
25360, 0.575057, 2546.881173
25361, 0.575079, 3551.533868
25362, 0.575102, 4542.188508
25363, 0.575125, 5514.953858
25364, 0.575147, 6466.009141
25365, 0.575170, 7391.619043
25366, 0.575193, 8288.148382
25367, 0.575215, 9152.076388
25368, 0.575238, 9980.010527
25369, 0.575261, 10768.699823
25370, 0.575283, 11515.047626
25371, 0.575306, 12216.123765
25372, 0.575329, 12869.176060
25373, 0.575351, 13471.641118
25374, 0.575374, 14021.154400
25375, 0.575397, 14515.559498
25376, 0.575420, 14952.916600
25377, 0.575442, 15331.510101
25378, 0.575465, 15649.855329
25379, 0.575488, 15906.704371
25380, 0.575510, 16101.050964
25381, 0.575533, 16232.134435
25382, 0.575556, 16299.442680
25383, 0.575578, 16302.714167
25384, 0.575601, 16241.938947
25385, 0.575624, 16117.358685
25386, 0.575646, 15929.465698
25387, 0.575669, 15679.001011
25388, 0.575692, 15366.951432
25389, 0.575714, 14994.545668
25390, 0.575737, 14563.249482
25391, 0.575760, 14074.759927
25392, 0.575782, 13530.998669
25393, 0.575805, 12934.104426
25394, 0.575828, 12286.424554
25395, 0.575850, 11590.505822
25396, 0.575873, 10849.084391
25397, 0.575896, 10065.075060
25398, 0.575918, 9241.559806
25399, 0.575941, 8381.775668
25400, 0.575964, 7489.102023
25401, 0.575986, 6567.047306
25402, 0.576009, 5619.235217
25403, 0.576032, 4649.390483
25404, 0.576054, 3661.324217
25405, 0.576077, 2658.918945
25406, 0.576100, 1646.113351
25407, 0.576122, 626.886795
25408, 0.576145, -394.756314
25409, 0.576168, -1414.802259
25410, 0.576190, -2429.243777
25411, 0.576213, -3434.095805
25412, 0.576236, -4425.411133
25413, 0.576259, -5399.295912
25414, 0.576281, -6351.924945
25415, 0.576304, -7279.556714
25416, 0.576327, -8178.548075
25417, 0.576349, -9045.368565
25418, 0.576372, -9876.614267
25419, 0.576395, -10669.021177
25420, 0.576417, -11419.478020
25421, 0.576440, -12125.038468
25422, 0.576463, -12782.932703
25423, 0.576485, -13390.578296
25424, 0.576508, -13945.590340
25425, 0.576531, -14445.790810
25426, 0.576553, -14889.217115
25427, 0.576576, -15274.129790
25428, 0.576599, -15599.019330
25429, 0.576621, -15862.612101
25430, 0.576644, -16063.875336
25431, 0.576667, -16202.021183
25432, 0.576689, -16276.509787
25433, 0.576712, -16287.051401
25434, 0.576735, -16233.607510
25435, 0.576757, -16116.390976
25436, 0.576780, -15935.865185
25437, 0.576803, -15692.742218
25438, 0.576825, -15387.980044
25439, 0.576848, -15022.778741
25440, 0.576871, -14598.575773
25441, 0.576893, -14117.040333
25442, 0.576916, -13580.066772
25443, 0.576939, -12989.767149
25444, 0.576961, -12348.462924
25445, 0.576984, -11658.675826
25446, 0.577007, -10923.117940
25447, 0.577029, -10144.681041
25448, 0.577052, -9326.425227
25449, 0.577075, -8471.566890
25450, 0.577098, -7583.466072
25451, 0.577120, -6665.613256
25452, 0.577143, -5721.615654
25453, 0.577166, -4755.183022
