i, t, s
43816, 0.993560, 9291.228326
43817, 0.993583, 9609.929974
43818, 0.993605, 9890.863766
43819, 0.993628, 10132.927742
43820, 0.993651, 10335.172697
43821, 0.993673, 10496.805901
43822, 0.993696, 10617.194207
43823, 0.993719, 10695.866528
43824, 0.993741, 10732.515687
43825, 0.993764, 10726.999610
43826, 0.993787, 10679.341879
43827, 0.993810, 10589.731634
43828, 0.993832, 10458.522817
43829, 0.993855, 10286.232780
43830, 0.993878, 10073.540242
43831, 0.993900, 9821.282615
43832, 0.993923, 9530.452708
43833, 0.993946, 9202.194820
43834, 0.993968, 8837.800237
43835, 0.993991, 8438.702151
43836, 0.994014, 8006.470026
43837, 0.994036, 7542.803425
43838, 0.994059, 7049.525325
43839, 0.994082, 6528.574953
43840, 0.994104, 5982.000161
43841, 0.994127, 5411.949375
43842, 0.994150, 4820.663150
43843, 0.994172, 4210.465368
43844, 0.994195, 3583.754098
43845, 0.994218, 2942.992175
43846, 0.994240, 2290.697523
43847, 0.994263, 1629.433259
43848, 0.994286, 961.797621
43849, 0.994308, 290.413758
43850, 0.994331, -382.080571
43851, 0.994354, -1053.043367
43852, 0.994376, -1719.838767
43853, 0.994399, -2379.847399
43854, 0.994422, -3030.476672
43855, 0.994444, -3669.170962
43856, 0.994467, -4293.421644
43857, 0.994490, -4900.776956
43858, 0.994512, -5488.851617
43859, 0.994535, -6055.336201
43860, 0.994558, -6598.006207
43861, 0.994580, -7114.730791
43862, 0.994603, -7603.481133
43863, 0.994626, -8062.338407
43864, 0.994649, -8489.501309
43865, 0.994671, -8883.293133
43866, 0.994694, -9242.168347
43867, 0.994717, -9564.718665
43868, 0.994739, -9849.678568
43869, 0.994762, -10095.930273
43870, 0.994785, -10302.508114
43871, 0.994807, -10468.602333
43872, 0.994830, -10593.562251
43873, 0.994853, -10676.898818
43874, 0.994875, -10718.286527
43875, 0.994898, -10717.564685
43876, 0.994921, -10674.738039
43877, 0.994943, -10589.976745
43878, 0.994966, -10463.615697
43879, 0.994989, -10296.153201
43880, 0.995011, -10088.249012
43881, 0.995034, -9840.721732
43882, 0.995057, -9554.545590
43883, 0.995079, -9230.846604
43884, 0.995102, -8870.898156
43885, 0.995125, -8476.115975
43886, 0.995147, -8048.052577
43887, 0.995170, -7588.391153
43888, 0.995193, -7098.938953
43889, 0.995215, -6581.620182
43890, 0.995238, -6038.468433
43891, 0.995261, -5471.618695
43892, 0.995283, -4883.298958
43893, 0.995306, -4275.821459
43894, 0.995329, -3651.573591
43895, 0.995351, -3013.008524
43896, 0.995374, -2362.635565
43897, 0.995397, -1703.010291
43898, 0.995420, -1036.724514
43899, 0.995442, -366.396096
43900, 0.995465, 305.341339
43901, 0.995488, 975.848752
43902, 0.995510, 1642.492055
43903, 0.995533, 2302.652460
43904, 0.995556, 2953.736766
43905, 0.995578, 3593.187546
43906, 0.995601, 4218.493193
43907, 0.995624, 4827.197783
43908, 0.995646, 5416.910723
43909, 0.995669, 5985.316138
43910, 0.995692, 6530.181967
43911, 0.995714, 7049.368727
43912, 0.995737, 7540.837915
43913, 0.995760, 8002.660010
43914, 0.995782, 8433.022051
43915, 0.995805, 8830.234751
43916, 0.995828, 9192.739131
43917, 0.995850, 9519.112637
43918, 0.995873, 9808.074721
43919, 0.995896, 10058.491870
43920, 0.995918, 10269.382046
43921, 0.995941, 10439.918543
43922, 0.995964, 10569.433224
43923, 0.995986, 10657.419141
43924, 0.996009, 10703.532516
43925, 0.996032, 10707.594089
43926, 0.996054, 10669.589810
43927, 0.996077, 10589.670890
43928, 0.996100, 10468.153198
43929, 0.996122, 10305.516012
43930, 0.996145, 10102.400132
43931, 0.996168, 9859.605351
43932, 0.996190, 9578.087306
43933, 0.996213, 9258.953721
43934, 0.996236, 8903.460046
43935, 0.996259, 8513.004514
43936, 0.996281, 8089.122648
43937, 0.996304, 7633.481219
43938, 0.996327, 7147.871693
43939, 0.996349, 6634.203185
43940, 0.996372, 6094.494957
43941, 0.996395, 5530.868479
43942, 0.996417, 4945.539088
43943, 0.996440, 4340.807283
43944, 0.996463, 3719.049683
43945, 0.996485, 3082.709686
43946, 0.996508, 2434.287869
43947, 0.996531, 1776.332156
43948, 0.996553, 1111.427815
43949, 0.996576, 442.187291
43950, 0.996599, -228.760052
43951, 0.996621, -898.778264
43952, 0.996644, -1565.235166
43953, 0.996667, -2225.512688
43954, 0.996689, -2877.017156
43955, 0.996712, -3517.189478
43956, 0.996735, -4143.515199
43957, 0.996757, -4753.534375
43958, 0.996780, -5344.851233
43959, 0.996803, -5915.143586
43960, 0.996825, -6462.171945
43961, 0.996848, -6983.788321
43962, 0.996871, -7477.944652
43963, 0.996893, -7942.700850
43964, 0.996916, -8376.232414
43965, 0.996939, -8776.837598
43966, 0.996961, -9142.944082
43967, 0.996984, -9473.115153
43968, 0.997007, -9766.055335
43969, 0.997029, -10020.615478
43970, 0.997052, -10235.797261
43971, 0.997075, -10410.757110
43972, 0.997098, -10544.809507
43973, 0.997120, -10637.429669
43974, 0.997143, -10688.255610
43975, 0.997166, -10697.089551
43976, 0.997188, -10663.898692
43977, 0.997211, -10588.815332
43978, 0.997234, -10472.136342
43979, 0.997256, -10314.321991
43980, 0.997279, -10115.994131
43981, 0.997302, -9877.933747
43982, 0.997324, -9601.077882
43983, 0.997347, -9286.515944
43984, 0.997370, -8935.485428
43985, 0.997392, -8549.367038
43986, 0.997415, -8129.679265
43987, 0.997438, -7678.072409
43988, 0.997460, -7196.322092
43989, 0.997483, -6686.322276
43990, 0.997506, -6150.077821
43991, 0.997528, -5589.696596
43992, 0.997551, -5007.381200
43993, 0.997574, -4405.420301
43994, 0.997596, -3786.179645
43995, 0.997619, -3152.092752
43996, 0.997642, -2505.651358
43997, 0.997664, -1849.395623
43998, 0.997687, -1185.904146
43999, 0.997710, -517.783836
44000, 0.997732, 152.340332
44001, 0.997755, 821.835627
44002, 0.997778, 1488.071911
44003, 0.997800, 2148.431967
44004, 0.997823, 2800.321784
44005, 0.997846, 3441.180741
44006, 0.997868, 4068.491673
44007, 0.997891, 4679.790751
44008, 0.997914, 5272.677161
44009, 0.997937, 5844.822536
44010, 0.997959, 6393.980097
44011, 0.997982, 6917.993474
44012, 0.998005, 7414.805178
44013, 0.998027, 7882.464677
44014, 0.998050, 8319.136054
44015, 0.998073, 8723.105215
44016, 0.998095, 9092.786617
44017, 0.998118, 9426.729491
44018, 0.998141, 9723.623535
44019, 0.998163, 9982.304057
44020, 0.998186, 10201.756542
44021, 0.998209, 10381.120632
44022, 0.998231, 10519.693498
44023, 0.998254, 10616.932596
44024, 0.998277, 10672.457787
44025, 0.998299, 10686.052828
44026, 0.998322, 10657.666212
44027, 0.998345, 10587.411362
44028, 0.998367, 10475.566178
44029, 0.998390, 10322.571940
44030, 0.998413, 10129.031563
44031, 0.998435, 9895.707228
44032, 0.998458, 9623.517370
44033, 0.998481, 9313.533074
44034, 0.998503, 8966.973853
44035, 0.998526, 8585.202850
44036, 0.998549, 8169.721483
44037, 0.998571, 7722.163533
44038, 0.998594, 7244.288723
44039, 0.998617, 6737.975798
44040, 0.998639, 6205.215141
44041, 0.998662, 5648.100944
44042, 0.998685, 5068.822982
44043, 0.998707, 4469.658001
44044, 0.998730, 3852.960772
44045, 0.998753, 3221.154835
44046, 0.998776, 2576.722979
44047, 0.998798, 1922.197479
44048, 0.998821, 1260.150150
44049, 0.998844, 593.182242
44050, 0.998866, -76.085785
44051, 0.998889, -745.024550
44052, 0.998912, -1411.006089
44053, 0.998934, -2071.414170
44054, 0.998957, -2723.654581
44055, 0.998980, -3365.165310
44056, 0.999002, -3993.426617
44057, 0.999025, -4605.970926
44058, 0.999048, -5200.392518
44059, 0.999070, -5774.356982
44060, 0.999093, -6325.610377
44061, 0.999116, -6851.988091
44062, 0.999138, -7351.423332
44063, 0.999161, -7821.955251
44064, 0.999184, -8261.736633
44065, 0.999206, -8669.041156
44066, 0.999229, -9042.270164
44067, 0.999252, -9379.958941
44068, 0.999274, -9680.782461
44069, 0.999297, -9943.560585
44070, 0.999320, -10167.262693
44071, 0.999342, -10351.011725
44072, 0.999365, -10494.087620
44073, 0.999388, -10595.930136
44074, 0.999410, -10656.141048
44075, 0.999433, -10674.485699
44076, 0.999456, -10650.893919
44077, 0.999478, -10585.460294
44078, 0.999501, -10478.443781
44079, 0.999524, -10330.266689
44080, 0.999546, -10141.513012
44081, 0.999569, -9912.926124
44082, 0.999592, -9645.405854
44083, 0.999615, -9340.004942
44084, 0.999637, -8997.924900
44085, 0.999660, -8620.511281
44086, 0.999683, -8209.248387
44087, 0.999705, -7765.753434
44088, 0.999728, -7291.770190
44089, 0.999751, -6789.162120
44090, 0.999773, -6259.905060
44091, 0.999796, -5706.079448
44092, 0.999819, -5129.862148
44093, 0.999841, -4533.517892
44094, 0.999864, -3919.390382
44095, 0.999887, -3289.893074
44096, 0.999909, -2647.499697
44097, 0.999932, -1994.734532
44098, 0.999955, -1334.162491
44099, 0.999977, -668.379040
44100, 1.000000, 0.000000
44101, 1.000023, 668.348729
44102, 1.000045, 1334.041484
44103, 1.000068, 1994.463158
44104, 1.000091, 2647.019469
44105, 1.000113, 3289.147151
44106, 1.000136, 3918.324026
44107, 1.000159, 4532.078909
44108, 1.000181, 5128.001311
44109, 1.000204, 5703.750911
44110, 1.000227, 6257.066744
44111, 1.000249, 6785.776081
44112, 1.000272, 7287.802959
44113, 1.000295, 7761.176334
44114, 1.000317, 8204.037820
44115, 1.000340, 8614.648982
44116, 1.000363, 8991.398162
44117, 1.000385, 9332.806807
44118, 1.000408, 9637.535266
44119, 1.000431, 9904.388053
44120, 1.000454, 10132.318532
44121, 1.000476, 10320.433024
44122, 1.000499, 10467.994311
44123, 1.000522, 10574.424527
44124, 1.000544, 10639.307416
44125, 1.000567, 10662.389965
44126, 1.000590, 10643.583388
44127, 1.000612, 10582.963468
44128, 1.000635, 10480.770251
44129, 1.000658, 10337.407098
44130, 1.000680, 10153.439088
44131, 1.000703, 9929.590798
44132, 1.000726, 9666.743442
44133, 1.000748, 9365.931407
44134, 1.000771, 9028.338179
44135, 1.000794, 8655.291689
44136, 1.000816, 8248.259088
44137, 1.000839, 7808.840980
44138, 1.000862, 7338.765123
44139, 1.000884, 6839.879640
44140, 1.000907, 6314.145749
44141, 1.000930, 5763.630058
44142, 1.000952, 5190.496436
44143, 1.000975, 4596.997512
44144, 1.000998, 3985.465820
44145, 1.001020, 3358.304629
44146, 1.001043, 2717.978503
44147, 1.001066, 2067.003614
44148, 1.001088, 1407.937851
44149, 1.001111, 743.370778
44150, 1.001134, 75.913450
44151, 1.001156, -591.811841
44152, 1.001179, -1257.181869
44153, 1.001202, -1917.582779
44154, 1.001224, -2570.420357
44155, 1.001247, -3213.130221
44156, 1.001270, -3843.187890
44157, 1.001293, -4458.118704
44158, 1.001315, -5055.507544
44159, 1.001338, -5633.008313
44160, 1.001361, -6188.353153
44161, 1.001383, -6719.361353
44162, 1.001406, -7223.947905
44163, 1.001429, -7700.131698
44164, 1.001451, -8146.043293
44165, 1.001474, -8559.932261
44166, 1.001497, -8940.174059
44167, 1.001519, -9285.276401
44168, 1.001542, -9593.885118
44169, 1.001565, -9864.789469
44170, 1.001587, -10096.926894
44171, 1.001610, -10289.387181
44172, 1.001633, -10441.416033
44173, 1.001655, -10552.418025
44174, 1.001678, -10621.958938
44175, 1.001701, -10649.767454
44176, 1.001723, -10635.736219
44177, 1.001746, -10579.922252
44178, 1.001769, -10482.546718
44179, 1.001791, -10343.994049
44180, 1.001814, -10164.810430
44181, 1.001837, -9945.701639
44182, 1.001859, -9687.530275
44183, 1.001882, -9391.312357
44184, 1.001905, -9058.213326
44185, 1.001927, -8689.543463
44186, 1.001950, -8286.752729
44187, 1.001973, -7851.425071
44188, 1.001995, -7385.272183
44189, 1.002018, -6890.126783
44190, 1.002041, -6367.935407
44191, 1.002063, -5820.750753
44192, 1.002086, -5250.723613
44193, 1.002109, -4660.094423
44194, 1.002132, -4051.184453
44195, 1.002154, -3426.386685
44196, 1.002177, -2788.156408
44197, 1.002200, -2139.001573
44198, 1.002222, -1481.472933
44199, 1.002245, -818.154023
44200, 1.002268, -151.651010
44201, 1.002290, 515.417551
44202, 1.002313, 1180.430999
44203, 1.002336, 1840.776868
44204, 1.002358, 2493.861147
44205, 1.002381, 3137.118468
44206, 1.002404, 3768.022188
44207, 1.002426, 4384.094310
44208, 1.002449, 4982.915217
44209, 1.002472, 5562.133173
44210, 1.002494, 6119.473561
44211, 1.002517, 6652.747817
44212, 1.002540, 7159.862020
44213, 1.002562, 7638.825115
44214, 1.002585, 8087.756735
44215, 1.002608, 8504.894575
44216, 1.002630, 8888.601317
44217, 1.002653, 9237.371053
44218, 1.002676, 9549.835198
44219, 1.002698, 9824.767856
44220, 1.002721, 10061.090635
44221, 1.002744, 10257.876870
44222, 1.002766, 10414.355265
44223, 1.002789, 10529.912910
44224, 1.002812, 10604.097681
44225, 1.002834, 10636.620015
44226, 1.002857, 10627.354034
44227, 1.002880, 10576.338035
44228, 1.002902, 10483.774333
44229, 1.002925, 10350.028455
44230, 1.002948, 10175.627702
44231, 1.002971, 9961.259064
44232, 1.002993, 9707.766519
44233, 1.003016, 9416.147708
44234, 1.003039, 9087.550008
44235, 1.003061, 8723.266019
44236, 1.003084, 8324.728481
44237, 1.003107, 7893.504633
44238, 1.003129, 7431.290056
44239, 1.003152, 6939.902005
44240, 1.003175, 6421.272260
44241, 1.003197, 5877.439537
44242, 1.003220, 5310.541470
44243, 1.003243, 4722.806212
44244, 1.003265, 4116.543674
44245, 1.003288, 3494.136449
44246, 1.003311, 2858.030446
44247, 1.003333, 2210.725283
44248, 1.003356, 1554.764458
44249, 1.003379, 892.725361
44250, 1.003401, 227.209142
44251, 1.003424, -439.169505
44252, 1.003447, -1103.792618
44253, 1.003469, -1764.049249
44254, 1.003492, -2417.345725
44255, 1.003515, -3061.115831
44256, 1.003537, -3692.830895
44257, 1.003560, -4310.009720
44258, 1.003583, -4910.228326
44259, 1.003605, -5491.129475
44260, 1.003628, -6050.431924
44261, 1.003651, -6585.939387
44262, 1.003673, -7095.549158
44263, 1.003696, -7577.260367
44264, 1.003719, -8029.181837
44265, 1.003741, -8449.539509
44266, 1.003764, -8836.683404
44267, 1.003787, -9189.094101
44268, 1.003810, -9505.388701
44269, 1.003832, -9784.326253
44270, 1.003855, -10024.812622
44271, 1.003878, -10225.904780
44272, 1.003900, -10386.814507
44273, 1.003923, -10506.911479
44274, 1.003946, -10585.725735
44275, 1.003968, -10622.949519
44276, 1.003991, -10618.438480
44277, 1.004014, -10572.212234
44278, 1.004036, -10484.454276
44279, 1.004059, -10355.511253
44280, 1.004082, -10185.891597
44281, 1.004104, -9976.263517
44282, 1.004127, -9727.452369
44283, 1.004150, -9440.437405
44284, 1.004172, -9116.347919
44285, 1.004195, -8756.458805
44286, 1.004218, -8362.185541
44287, 1.004240, -7935.078621
44288, 1.004263, -7476.817459
44289, 1.004286, -6989.203785
44290, 1.004308, -6474.154560
44291, 1.004331, -5933.694442
44292, 1.004354, -5369.947826
44293, 1.004376, -4785.130492
44294, 1.004399, -4181.540900
44295, 1.004422, -3561.551152
44296, 1.004444, -2927.597674
44297, 1.004467, -2282.171636
44298, 1.004490, -1627.809169
44299, 1.004512, -967.081394
44300, 1.004535, -302.584325
44301, 1.004558, 363.071336
44302, 1.004580, 1027.270454
44303, 1.004603, 1687.403733
44304, 1.004626, 2340.877970
44305, 1.004649, 2985.126239
44306, 1.004671, 3617.617977
44307, 1.004694, 4235.868920
44308, 1.004717, 4837.450864
44309, 1.004739, 5420.001201
44310, 1.004762, 5981.232196
44311, 1.004785, 6518.939976
44312, 1.004807, 7031.013175
44313, 1.004830, 7515.441237
44314, 1.004853, 7970.322298
44315, 1.004875, 8393.870660
44316, 1.004898, 8784.423801
44317, 1.004921, 9140.448896
44318, 1.004943, 9460.548836
44319, 1.004966, 9743.467713
44320, 1.004989, 9988.095742
44321, 1.005011, 10193.473618
44322, 1.005034, 10358.796277
44323, 1.005057, 10483.416052
44324, 1.005079, 10566.845211
44325, 1.005102, 10608.757861
44326, 1.005125, 10608.991230
44327, 1.005147, 10567.546291
44328, 1.005170, 10484.587752
44329, 1.005193, 10360.443408
44330, 1.005215, 10195.602836
44331, 1.005238, 9990.715472
44332, 1.005261, 9746.588049
44333, 1.005283, 9464.181421
44334, 1.005306, 9144.606783
44335, 1.005329, 8789.121294
44336, 1.005351, 8399.123139
44337, 1.005374, 7976.146021
44338, 1.005397, 7521.853137
44339, 1.005420, 7038.030635
44340, 1.005442, 6526.580590
44341, 1.005465, 5989.513528
44342, 1.005488, 5428.940524
44343, 1.005510, 4847.064902
44344, 1.005533, 4246.173573
44345, 1.005556, 3628.628051
44346, 1.005578, 2996.855170
44347, 1.005601, 2353.337548
44348, 1.005624, 1700.603828
44349, 1.005646, 1041.218748
44350, 1.005669, 377.773057
44351, 1.005692, -287.126659
44352, 1.005714, -950.868220
44353, 1.005737, -1610.844117
44354, 1.005760, -2264.461749
44355, 1.005782, -2909.153614
44356, 1.005805, -3542.387392
44357, 1.005828, -4161.675891
44358, 1.005850, -4764.586818
44359, 1.005873, -5348.752329
44360, 1.005896, -5911.878334
44361, 1.005918, -6451.753498
44362, 1.005941, -6966.257933
44363, 1.005964, -7453.371514
44364, 1.005986, -7911.181820
44365, 1.006009, -8337.891633
44366, 1.006032, -8731.825999
44367, 1.006054, -9091.438800
44368, 1.006077, -9415.318824
44369, 1.006100, -9702.195304
44370, 1.006122, -9950.942897
44371, 1.006145, -10160.586109
44372, 1.006168, -10330.303113
44373, 1.006190, -10459.428971
44374, 1.006213, -10547.458242
44375, 1.006236, -10594.046961
44376, 1.006259, -10599.013979
44377, 1.006281, -10562.341670
44378, 1.006304, -10484.175993
44379, 1.006327, -10364.825910
44380, 1.006349, -10204.762165
44381, 1.006372, -10004.615428
44382, 1.006395, -9765.173810
44383, 1.006417, -9487.379759
44384, 1.006440, -9172.326352
44385, 1.006463, -8821.252991
44386, 1.006485, -8435.540531
44387, 1.006508, -8016.705845
44388, 1.006531, -7566.395863
44389, 1.006553, -7086.381092
44390, 1.006576, -6578.548657
44391, 1.006599, -6044.894880
44392, 1.006621, -5487.517436
44393, 1.006644, -4908.607104
44394, 1.006667, -4310.439158
44395, 1.006689, -3695.364423
44396, 1.006712, -3065.800037
44397, 1.006735, -2424.219954
44398, 1.006757, -1773.145219
44399, 1.006780, -1115.134062
44400, 1.006803, -452.771851
44401, 1.006825, 211.339074
44402, 1.006848, 874.589617
44403, 1.006871, 1534.374185
44404, 1.006893, 2188.100916
44405, 1.006916, 2833.201864
44406, 1.006939, 3467.143090
44407, 1.006961, 4087.434608
44408, 1.006984, 4691.640171
44409, 1.007007, 5277.386837
44410, 1.007029, 5842.374290
44411, 1.007052, 6384.383870
44412, 1.007075, 6901.287291
44413, 1.007098, 7391.054993
44414, 1.007120, 7851.764115
44415, 1.007143, 8281.606039
44416, 1.007166, 8678.893496
44417, 1.007188, 9042.067187
44418, 1.007211, 9369.701900
44419, 1.007234, 9660.512107
44420, 1.007256, 9913.357007
44421, 1.007279, 10127.244998
44422, 1.007302, 10301.337571
44423, 1.007324, 10434.952594
44424, 1.007347, 10527.566984
44425, 1.007370, 10578.818759
44426, 1.007392, 10588.508446
44427, 1.007415, 10556.599864
44428, 1.007438, 10483.220254
44429, 1.007460, 10368.659777
44430, 1.007483, 10213.370358
44431, 1.007506, 10017.963913
44432, 1.007528, 9783.209932
44433, 1.007551, 9510.032449
44434, 1.007574, 9199.506407
44435, 1.007596, 8852.853427
44436, 1.007619, 8471.437002
44437, 1.007642, 8056.757135
44438, 1.007664, 7610.444438
44439, 1.007687, 7134.253722
44440, 1.007710, 6630.057097
44441, 1.007732, 6099.836611
44442, 1.007755, 5545.676459
44443, 1.007778, 4969.754790
44444, 1.007800, 4374.335148
44445, 1.007823, 3761.757571
44446, 1.007846, 3134.429400
44447, 1.007868, 2494.815814
44448, 1.007891, 1845.430144
44449, 1.007914, 1188.824000
44450, 1.007937, 527.577240
44451, 1.007959, -135.712163
44452, 1.007982, -798.438329
44453, 1.008005, -1457.997710
44454, 1.008027, -2111.799314
44455, 1.008050, -2757.274891
